char_rate,err_rate,Admin

112.11119026909498,2.8220208076888897,1

110.1,15.0,0

115.4712279154624,3.633709969367698,1

118.82807985571418,3.41951308937307,1

120.75543699101502,5.275722975335607,1

98.056,0.199,0

121.14565946245058,4.450248714947164,1

122.10838792939738,2.7878627381140952,1

129.365,3.693,0

119.92918163299933,1.961458578109802,1

112.9058458827033,6.4095021680137245,1

128.92838419385015,4.112162347646252,1

123.1721258073547,3.421447939093186,1


